,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,Total_Test_Results,Case_Fatality_Ratio,Testing_Rate
2068,Maine,2/22/21,43594,658,12766,30170,3243.089632,1577096,1.509382025,117324.9458
2069,Maryland,2/22/21,376966,7732,9606,359628,6235.295285,7677006,2.051113363,126983.3336
2070,Massachusetts,2/22/21,570546,15853,477796,76897,8277.776593,15599873,2.778566496,226331.0295
2071,Michigan,2/22/21,637928,16343,529080,92505,6387.675322,10092758,2.561887862,101060.4037
2072,Minnesota,2/22/21,479591,6501,466311,6779,8503.941392,6771188,1.355530025,120064.3588
2073,Mississippi,2/22/21,290874,6553,264456,19865,9773.502604,1727060,2.252865502,58030.02471
2074,Missouri,2/22/21,558218,8062,,483840,8014.79056,4403835,1.638944343,71753.75418
2075,Montana,2/22/21,98810,1341,95299,2170,9245.137905,1053678,1.357150086,98587.17152
2076,Nebraska,2/22/21,199045,2047,142336,54662,10289.71137,2316398,1.028410661,119747.1268
2077,Nevada,2/22/21,291145,4882,,286263,9452.280988,2667800,1.676827698,86612.49625
2078,New Hampshire,2/22/21,73665,1154,69628,2883,5417.695378,1413885,1.566551279,103984.229
2079,New Jersey,2/22/21,769109,22874,74109,672126,8659.00189,10335291,2.974090799,116359.7153
2080,New Mexico,2/22/21,183023,3635,134105,45283,8728.56108,2619107,1.98608918,124907.992
2081,New York,2/22/21,1597969,46924,142724,1408321,8214.275011,36603611,2.936477491,188158.9237
2082,North Carolina,2/22/21,844770,10934,795521,38315,8054.569357,10069357,1.294316796,96007.593
2083,North Dakota,2/22/21,99312,1468,97164,680,13032.01052,1394905,1.478169808,183043.5056
2084,Ohio,2/22/21,955378,18318,889959,48545,8173.238316,9805398,1.766211908,83884.96976
2085,Oklahoma,2/22/21,420856,4203,400597,15053,10610.46442,3416048,1.001064658,86329.87202
2086,Oregon,2/22/21,153135,2156,,150979,3630.738474,3465787,1.407908055,82171.7191
2087,Pennsylvania,2/22/21,917565,23580,814366,79619,7167.362822,10121980,2.569845188,79065.68268
2088,Rhode Island,2/22/21,123980,2490,7648,113866,11703.28151,2891439,1.989030489,272941.8017
2089,South Carolina,2/22/21,505589,8332,230793,266464,9819.714204,4848302,1.647978892,94165.30031
2090,South Dakota,2/22/21,111334,1863,107538,1933,12584.96212,417904,1.673343273,47238.99265
2091,Tennessee,2/22/21,766089,11153,738731,16205,11217.88667,6804207,1.455836071,99634.40674
2092,Texas,2/22/21,2606513,42301,2331940,232272,8989.252646,19199117,1.622896184,66213.25629
2093,Utah,2/22/21,367073,1853,344965,20255,11449.71332,2801118,0.504804222,87372.26127
2094,Vermont,2/22/21,14608,198,11761,2649,2341.06691,1024572,1.355421687,164197.1253
2095,Virginia,2/22/21,565270,7486,45892,511892,6622.561557,5762389,1.32432289,67510.70439
2096,Washington,2/22/21,334962,4857,,330105,4398.774874,5074078,1.450015226,66633.60864
2097,West Virginia,2/22/21,129854,2263,118796,8795,7245.722589,2145124,1.742726447,119695.7616
2098,Wisconsin,2/22/21,612712,6871,544926,60915,10523.29661,6692770,1.121407774,114947.9754
2099,Wyoming,2/22/21,53900,662,52567,671,9313.030121,625036,1.228200371,107995.9016
2100,Alabama,2/23/21,488973,9660,275245,204068,9972.558653,2265086,1.975569203,46196.21736
2101,Alaska,2/23/21,57808,290,,57503,7900.129179,1653425,0.501790874,226018.2217
2102,Arizona,2/23/21,810658,15650,,795008,11137.3749,7478323,1.930530507,50961.79725
2103,Arkansas,2/23/21,316593,5377,306382,4834,10490.84036,2609837,1.6983951,86481.32881
2104,California,2/23/21,3543340,50496,,3493452,8967.706018,47513367,1.407937144,120249.7946
2105,Colorado,2/23/21,422390,5907,,416483,7334.769297,6043583,1.398470608,104946.3459
2106,Connecticut,2/23/21,276691,7572,,269119,7760.693599,6198707,2.736626779,173862.7774
2107,Delaware,2/23/21,85228,1379,,83849,8752.42872,1363675,1.61801286,140041.6323
2108,Florida,2/23/21,1878533,30213,,1848320,8746.419606,21264199,1.608329478,99005.77049
2109,Georgia,2/23/21,990821,16927,,973894,9332.029062,7076399,1.708381231,66648.93167
2110,Hawaii,2/23/21,28044,431,,27024,1939.017086,1070170,1.566256283,75583.80984
2111,Idaho,2/23/21,169866,1840,92573,75453,9505.306186,632561,1.083206763,35396.64198
2112,Illinois,2/23/21,1177241,22528,,1154713,9290.227506,17721561,1.913626861,139850.1526
2113,Indiana,2/23/21,657037,12450,,644587,9759.590411,7815751,1.894870456,116094.723
2114,Iowa,2/23/21,333964,5400,310864,44639,11438.82703,1303212,1.496246914,41305.32762
2115,Kansas,2/23/21,294091,4602,,289489,10094.72374,1243499,1.564821773,42683.31529
2116,Kentucky,2/23/21,399013,4476,47067,347470,8931.114699,3857305,1.121767962,86338.12278
2117,Louisiana,2/23/21,426048,9503,396834,19711,9164.69949,5446167,2.23049985,117152.255
2118,Maine,2/23/21,43736,660,12772,30304,3253.653442,1582559,1.509054326,117731.3549
2119,Maryland,2/23/21,377628,7762,9606,360260,6246.245253,7689541,2.055461989,127190.6717
2120,Massachusetts,2/23/21,571783,15883,477796,78104,8295.723629,15662404,2.777802068,227238.2616
2121,Michigan,2/23/21,639712,16380,529080,94252,6405.5388,10118968,2.560527237,101322.8486
2122,Minnesota,2/23/21,480091,6502,467147,6442,8512.807219,6779613,1.354326576,120213.748
2123,Mississippi,2/23/21,291222,6577,273437,11208,9785.195566,1727408,2.258414543,58041.71767
2124,Missouri,2/23/21,559438,8206,,484271,8024.159306,4411010,1.666270709,71870.65983
2125,Montana,2/23/21,99040,1346,95772,1922,9266.657809,1056217,1.35904685,98824.73255
2126,Nebraska,2/23/21,199402,2050,142336,55016,10308.16663,2323010,1.028073941,120088.9368
2127,Nevada,2/23/21,291543,4903,,286640,9465.202412,2678249,1.68174163,86951.73231
2128,New Hampshire,2/23/21,73923,1155,70040,2728,5436.669998,1413885,1.562436589,103984.229
2129,New Jersey,2/23/21,772267,22978,,749289,8694.556185,10446752,2.975395815,117614.5973
2130,New Mexico,2/23/21,183335,3644,135608,44083,8743.440691,2627817,1.987618294,125323.3812
2131,New York,2/23/21,1604892,47037,,1557855,8249.862326,36760944,2.930851422,188967.6857
2132,North Carolina,2/23/21,846284,10965,,835319,8069.004787,10095431,1.29566434,96256.19894
2133,North Dakota,2/23/21,99416,1469,97286,661,13045.6577,1395829,1.477629355,183164.7556
2134,Ohio,2/23/21,958153,18343,894113,47072,8196.978382,9830863,1.770907152,84102.82229
2135,Oklahoma,2/23/21,421223,4227,401945,14040,10619.53701,3430090,1.005920821,86684.73941
2136,Oregon,2/23/21,153645,2162,,151483,3642.830267,3498165,1.407139835,82939.38195
2137,Pennsylvania,2/23/21,920385,23677,816884,79824,7189.390649,10150802,2.572510417,79290.81957
2138,Rhode Island,2/23/21,124262,2495,,121786,11729.90133,2902822,1.992564098,274016.3174
2139,South Carolina,2/23/21,506912,8357,230793,267762,9845.409941,4849625,1.648609621,94190.99604
2140,South Dakota,2/23/21,111546,1863,107745,1938,12608.92615,418787,1.670162982,47338.80512
2141,Tennessee,2/23/21,767315,11198,738731,17386,11235.83906,6804207,1.459374572,99634.40674
2142,Texas,2/23/21,2617096,42521,2353741,220834,9025.750933,19242281,1.624739788,66362.11881
2143,Utah,2/23/21,367789,1865,346157,19767,11472.04673,2809360,0.507084225,87629.34511
2144,Vermont,2/23/21,14691,199,11907,2585,2354.368426,1029049,1.354570826,164914.6059
2145,Virginia,2/23/21,567039,7658,,559381,6643.286718,5778994,1.350524391,67705.2444
2146,Washington,2/23/21,335693,4881,,330812,4408.374484,5120226,1.454007084,67239.6316
2147,West Virginia,2/23/21,130139,2274,119337,8528,7261.625302,2153621,1.747362436,120169.8856
2148,Wisconsin,2/23/21,613419,6910,545562,60947,10535.4393,6709759,1.126473096,115239.7606
2149,Wyoming,2/23/21,53944,671,52668,605,9320.632595,625036,1.243882545,107995.9016
2150,Alabama,2/24/21,490220,9744,275245,205231,9997.991102,2269033,1.987679001,46276.71605
2151,Alaska,2/24/21,57996,290,,57680,7924.324546,1662156,0.500258755,227211.7231
2152,Arizona,2/24/21,811968,15693,,796275,11155.37257,7512395,1.932711634,51074.24839
2153,Arkansas,2/24/21,317396,5387,307306,4703,10517.44911,2618676,1.697248863,86774.22391
2154,California,2/24/21,3549090,51582,,3498118,8982.258477,47652172,1.436199138,120601.091
2155,Colorado,2/24/21,423558,5917,,417641,7355.051525,6080273,1.396975149,105583.4648
2156,Connecticut,2/24/21,278184,7595,,270589,7802.569611,6227431,2.730207345,174668.4348
2157,Delaware,2/24/21,85506,1402,,84104,8780.977732,1368734,1.639651019,140561.1627
2158,Florida,2/24/21,1885661,30340,,1855321,8779.607461,21369597,1.60898486,99496.50189
2159,Georgia,2/24/21,994061,17064,,976997,9362.544941,7096779,1.716594857,66840.88032
2160,Hawaii,2/24/21,28093,435,,27063,1942.054084,1075225,1.578354002,75940.83363
2161,Idaho,2/24/21,170289,1840,92859,75590,9528.976282,633858,1.080516064,35469.21908
2162,Illinois,2/24/21,1179250,22575,,1156675,9306.081581,17804537,1.914352343,140504.9598
2163,Indiana,2/24/21,658043,12467,,645576,9774.533478,7856992,1.894557043,116707.3145
2164,Iowa,2/24/21,334665,5415,311666,44596,11463.35897,1305902,1.497192246,41390.58721
2165,Kansas,2/24/21,295189,4681,,290508,10132.41278,1248768,1.585763697,42864.17461
2166,Kentucky,2/24/21,400307,4527,47225,348555,8960.078323,3862877,1.130882048,86462.84095
2167,Louisiana,2/24/21,426925,9528,408463,8934,9183.564598,5467897,2.231773731,117619.688
2168,Maine,2/24/21,43900,677,12779,30444,3265.853898,1595407,1.54214123,118687.1565
2169,Maryland,2/24/21,378490,7789,9626,361075,6260.503368,7718790,2.057914344,127674.4717
2170,Massachusetts,2/24/21,573885,15945,477796,80144,8326.220533,15776531,2.778431219,228894.0752
2171,Michigan,2/24/21,641270,16389,529080,95801,6421.139303,10161008,2.555709763,101743.8019
2172,Minnesota,2/24/21,480845,6511,467969,6365,8526.176885,6785781,1.354074598,120323.1168
2173,Mississippi,2/24/21,291891,6605,273437,11849,9807.67428,1728077,2.262830988,58064.19638
2174,Missouri,2/24/21,560327,8223,,484872,8034.22867,4422930,1.66762997,72064.87799
2175,Montana,2/24/21,99242,1348,96040,1854,9285.557899,1059973,1.358295883,99176.16193
2176,Nebraska,2/24/21,199782,2054,153585,44143,10327.81089,2335453,1.028120652,120732.1827
2177,Nevada,2/24/21,292059,4919,,287140,9481.95481,2686592,1.684248731,87222.59522
2178,New Hampshire,2/24/21,74258,1157,70318,2783,5461.307587,1419496,1.558081284,104396.8902
2179,New Jersey,2/24/21,775386,23077,,752309,8729.671399,10487491,2.976195082,118073.2567
2180,New Mexico,2/24/21,183781,3658,137250,42873,8764.710904,2642422,1.990412502,126019.9091
2181,New York,2/24/21,1611031,47156,,1563875,8281.41953,36977757,2.927069684,190082.2014
2182,North Carolina,2/24/21,849630,11074,,838556,8100.907659,10137041,1.303390888,96652.93489
2183,North Dakota,2/24/21,99531,1470,97389,672,13060.74834,1399342,1.476926787,183625.7417
2184,Ohio,2/24/21,959995,18373,897425,45525,8212.736652,9849578,1.775530081,84262.92871
2185,Oklahoma,2/24/21,422038,4264,403159,13589,10639.7545,3445441,1.012797735,87072.68767
2186,Oregon,2/24/21,154062,2194,,151868,3652.717085,3510691,1.424101985,83236.36585
2187,Pennsylvania,2/24/21,923174,23759,828570,70845,7211.176326,10190768,2.573621008,79603.00544
2188,Rhode Island,2/24/21,124718,2499,,122231,11772.94614,2922011,1.994098687,275827.6924
2189,South Carolina,2/24/21,509044,8398,230793,269853,9886.818339,4905303,1.649759156,95272.39229
2190,South Dakota,2/24/21,111808,1864,108053,1891,12638.54208,419827,1.667143675,47456.36454
2191,Tennessee,2/24/21,768946,11266,743254,14426,11259.72189,6833344,1.465122388,100061.0616
2192,Texas,2/24/21,2624852,42831,2368008,214013,9052.49956,19303921,1.631749142,66574.70073
2193,Utah,2/24/21,368601,1879,347721,19001,11497.37458,2819300,0.509765302,87939.39284
2194,Vermont,2/24/21,14768,201,11998,2569,2366.708387,1031951,1.361050921,165379.6782
2195,Virginia,2/24/21,568946,7807,,561139,6665.628651,5799799,1.372186464,67948.99057
2196,Washington,2/24/21,336565,4912,,331653,4419.825728,5145517,1.459450626,67571.75708
2197,West Virginia,2/24/21,130382,2285,120030,8067,7275.184458,2162020,1.752542529,120638.5414
2198,Wisconsin,2/24/21,614260,6936,546408,60916,10549.88343,6737019,1.129163546,115707.9496
2199,Wyoming,2/24/21,53988,671,52679,638,9328.235068,629838,1.242868786,108825.6079
2200,Alabama,2/25/21,491110,9831,285130,196149,10016.14257,2276188,2.001791859,46422.64161
2201,Alaska,2/25/21,58179,290,,57861,7949.066701,1671043,0.498701656,228426.5493
2202,Arizona,2/25/21,812907,15814,,797093,11168.2732,7549777,1.945363984,51225.63496
2203,Arkansas,2/25/21,318122,5397,307978,4747,10541.50634,2627733,1.696518946,87074.3428
2204,California,2/25/21,3554629,52082,,3503234,8996.276924,47814160,1.445861157,121011.0603
2205,Colorado,2/25/21,424677,5925,,418752,7374.482873,6119346,1.395177982,106261.9644
2206,Connecticut,2/25/21,279159,7614,,271545,7829.916638,6267131,2.727477889,175781.9497
2207,Delaware,2/25/21,85801,1406,,84395,8811.272547,1371551,1.63867554,140850.4525
2208,Florida,2/25/21,1892301,30478,,1861823,8810.523194,21488105,1.610631712,100048.2732
2209,Georgia,2/25/21,997388,17199,,980189,9393.880229,7125751,1.724404144,67113.75256
2210,Hawaii,2/25/21,28124,435,,27099,1944.596687,1080715,1.57629027,76328.58055
2211,Idaho,2/25/21,170595,1850,93252,75493,9546.09933,635314,1.084439755,35550.69346
2212,Illinois,2/25/21,1181144,22607,,1158537,9321.02813,17895829,1.913991859,141225.3929
2213,Indiana,2/25/21,659127,12494,,646633,9790.635153,7902509,1.895537582,117383.4214
2214,Iowa,2/25/21,335244,5438,312817,44043,11483.04158,1308496,1.500974336,41472.80409
2215,Kansas,2/25/21,295215,4681,,290534,10133.30523,1248768,1.585624037,42864.17461
2216,Kentucky,2/25/21,401750,4570,47259,349921,8992.377016,3878912,1.137523335,86821.75262
2217,Louisiana,2/25/21,427689,9561,408463,9665,9199.998967,5521097,2.2355029,118764.0709
2218,Maine,2/25/21,44118,701,12786,30631,3282.071578,1607004,1.588920622,119549.8924
2219,Maryland,2/25/21,379466,7805,9635,362026,6276.647127,7755974,2.056837767,128289.5224
2220,Massachusetts,2/25/21,575993,15978,494740,65275,8356.804487,15894675,2.773992045,230608.1695
2221,Michigan,2/25/21,642868,16436,529080,97352,6437.140334,10211286,2.556667932,102247.2436
2222,Minnesota,2/25/21,481831,6518,468498,6815,8543.660296,6831489,1.352756464,121133.5952
2223,Mississippi,2/25/21,292811,6613,273437,12761,9838.586711,1728997,2.258453405,58095.10881
2224,Missouri,2/25/21,561281,8255,,485552,8045.764447,4445341,1.670909249,72430.03095
2225,Montana,2/25/21,99445,1350,96178,1917,9304.551553,1067508,1.357534315,99881.1727
2226,Nebraska,2/25/21,200163,2063,153753,44347,10347.50683,2347453,1.030660012,121352.5275
2227,Nevada,2/25/21,292630,4933,,287697,9500.492832,2696649,1.685746506,87549.10466
2228,New Hampshire,2/25/21,74568,1163,70547,2858,5484.106549,1436668,1.559650252,105659.8056
2229,New Jersey,2/25/21,778963,23147,,755816,8769.942998,10535018,2.971514693,118608.3387
2230,New Mexico,2/25/21,184080,3671,139593,40816,8778.970531,2652210,1.994241634,126486.7092
2231,New York,2/25/21,1619924,47264,,1572660,8327.133526,37256699,2.917667742,191516.088
2232,North Carolina,2/25/21,852981,11137,,841844,8132.858204,10199355,1.305656281,97247.07582
2233,North Dakota,2/25/21,99621,1471,97474,676,13072.5584,1403080,1.4765963,184116.253
2234,Ohio,2/25/21,962404,18407,901025,44254,8233.345595,9894516,1.779398257,84647.37234
2235,Oklahoma,2/25/21,423191,4302,404310,13544,10668.6655,3456445,1.019054568,87350.77917
2236,Oregon,2/25/21,154554,2204,,152350,3664.382108,3526219,1.426038796,83604.52537
2237,Pennsylvania,2/25/21,925563,23840,830691,71032,7229.837489,10244968,2.575729583,80026.37715
2238,Rhode Island,2/25/21,125185,2502,,122689,11817.02932,2946696,1.993849103,278157.8706
2239,South Carolina,2/25/21,511546,8443,230793,272310,9935.412998,4932992,1.650486955,95810.17707
2240,South Dakota,2/25/21,111964,1872,108144,1948,12656.176,420565,1.671965989,47539.78652
2241,Tennessee,2/25/21,770940,11321,745200,14419,11288.92015,6859550,1.468467066,100444.7976
2242,Texas,2/25/21,2632666,43085,2380295,209286,9079.448215,19357913,1.636553972,66760.90649
2243,Utah,2/25/21,369433,1890,348982,18561,11523.32626,2829905,0.511594795,88270.1832
2244,Vermont,2/25/21,14840,203,12135,2502,2378.247052,1033554,1.367924528,165636.5737
2245,Virginia,2/25/21,570982,7963,,563019,6689.481917,5830467,1.394614892,68308.28916
2246,Washington,2/25/21,337653,4942,,332711,4434.113519,5167513,1.463632783,67860.61209
2247,West Virginia,2/25/21,130813,2290,120503,8020,7299.233824,2173485,1.750590538,121278.2768
2248,Wisconsin,2/25/21,615225,6994,547168,61063,10566.45726,6825405,1.136819863,117225.9746
2249,Wyoming,2/25/21,54202,671,52879,652,9365.210735,633626,1.237961699,109480.1118
2250,Alabama,2/26/21,491849,9869,285130,196850,10031.2144,2281648,2.006510128,46533.9978
2251,Alaska,2/26/21,58291,290,,57973,7964.376764,1671043,0.497742993,228426.5493
2252,Arizona,2/26/21,814528,15897,,798631,11190.54361,7596552,1.951682447,51383.60236
2253,Arkansas,2/26/21,318638,5407,308725,4506,10558.60487,2634339,1.696909973,87293.2437
2254,California,2/26/21,3559682,52435,,3507517,9008.126422,47995576,1.455169273,121470.1992
2255,Colorado,2/26/21,426198,5940,,420258,7400.894919,6159303,1.393718413,106955.8146
2256,Connecticut,2/26/21,279946,7622,,272324,7851.990597,6299277,2.722667943,176683.5882
2257,Delaware,2/26/21,86098,1418,,84680,8841.77275,1377802,1.64696044,141492.3945
2258,Florida,2/26/21,1898223,30624,,1867599,8838.095932,21593623,1.613298332,100539.5634
2259,Georgia,2/26/21,1000822,17219,,983603,9426.223294,7153524,1.720485761,67375.33204
2260,Hawaii,2/26/21,28239,437,,27170,1949.75252,1085483,1.579366804,76665.33415
2261,Idaho,2/26/21,170907,1859,93679,75369,9563.558125,636533,1.087726073,35618.90586
2262,Illinois,2/26/21,1183569,22675,,1160894,9340.16508,17988085,1.915815639,141953.4335
2263,Indiana,2/26/21,660071,12531,,647540,9804.657276,7942952,1.898432138,117984.1595
2264,Iowa,2/26/21,335855,5463,313771,43717,11503.73843,1310419,1.505161854,41533.75361
2265,Kansas,2/26/21,295997,4692,,291305,10160.14752,1254463,1.585151201,43059.65646
2266,Kentucky,2/26/21,402926,4600,47391,350935,9018.699444,3891701,1.141648839,87108.00902
2267,Louisiana,2/26/21,428592,9587,408463,10542,9219.42336,5544678,2.236859297,119271.3207
2268,Maine,2/26/21,44296,701,12794,30801,3295.313537,1619762,1.582535669,120498.9987
2269,Maryland,2/26/21,380436,7838,9643,362955,6292.691641,7804095,2.060267693,129085.4792
2270,Massachusetts,2/26/21,577980,16024,494740,67216,8385.632912,15997259,2.77241427,232096.5112
2271,Michigan,2/26/21,644125,16438,529080,98607,6449.726876,10253237,2.551989133,102667.3056
2272,Minnesota,2/26/21,482978,6530,469149,7299,8563.998502,6866911,1.352028457,121761.6859
2273,Mississippi,2/26/21,293542,6638,273437,13467,9863.148653,1729728,2.261345906,58119.67076
2274,Missouri,2/26/21,561987,8270,,486060,8054.334813,4459175,1.672772587,72655.43482
2275,Montana,2/26/21,99613,1354,96362,1897,9320.27044,1074221,1.359260338,100509.2732
2276,Nebraska,2/26/21,200447,2078,153937,44432,10362.18833,2356795,1.036683013,121835.4659
2277,Nevada,2/26/21,293029,4942,,288087,9513.446722,2702912,1.686522494,87752.43851
2278,New Hampshire,2/26/21,74893,1167,70547,3179,5508.008687,1436668,1.558223065,105659.8056
2279,New Jersey,2/26/21,782833,23192,,759641,8813.513334,10590500,2.962573116,119232.982
2280,New Mexico,2/26/21,184736,3685,141833,39218,8810.255867,2669565,1.994738438,127314.3876
2281,New York,2/26/21,1627998,47389,,1580609,8349.180903,37547888,2.917659199,193012.9296
2282,North Carolina,2/26/21,855905,11186,,844719,8160.737462,10259167,1.306920745,97817.36111
2283,North Dakota,2/26/21,99711,1472,97562,677,13084.36846,1407119,1.47626641,184646.2624
2284,Ohio,2/26/21,964380,18437,904270,42927,8250.250233,9940287,1.781766524,85038.94226
2285,Oklahoma,2/26/21,424062,4320,405367,13336,10690.5762,3501011,1.021221068,88477.04469
2286,Oregon,2/26/21,154878,2206,,152672,3672.063953,3546317,1.424346905,84081.03682
2287,Pennsylvania,2/26/21,928633,23895,833702,71036,7253.818137,10313734,2.573137074,80563.52806
2288,Rhode Island,2/26/21,125622,2502,,123120,11858.28061,2968641,1.991689354,280229.4024
2289,South Carolina,2/26/21,513295,8477,230793,274025,9969.382646,4966441,1.651486962,96459.83444
2290,South Dakota,2/26/21,112107,1879,108284,1944,12672.34042,421288,1.676077319,47621.51292
2291,Tennessee,2/26/21,772513,11377,746954,14182,11311.95369,6878643,1.472726025,100724.3775
2292,Texas,2/26/21,2643463,43376,2393568,206519,9116.684539,19426513,1.640877894,66997.49182
2293,Utah,2/26/21,370084,1907,350198,17979,11543.6322,2838991,0.515288421,88553.59303
2294,Vermont,2/26/21,14963,204,12286,2473,2397.958938,1049205,1.363362962,168144.791
2295,Virginia,2/26/21,572639,8197,,564442,6708.894913,5854653,1.431442846,68591.64627
2296,Washington,2/26/21,338822,4956,,333866,4449.465015,5193250,1.462714936,68198.59452
2297,West Virginia,2/26/21,131234,2291,121143,7800,7322.725201,2184317,1.745736623,121882.6915
2298,Wisconsin,2/26/21,616018,6999,548040,60979,10580.07699,6860518,1.136168099,117829.0385
2299,Wyoming,2/26/21,54350,671,52998,681,9390.782692,636716,1.234590616,110014.0127
2300,Alabama,2/27/21,492683,9930,285130,197623,10048.22376,2286951,2.01549475,46642.15199
2301,Alaska,2/27/21,58295,290,,57973,7964.376764,1679675,0.497742993,229606.5177
2302,Arizona,2/27/21,815707,15967,,799740,11206.74152,7623393,1.957443052,51486.7524
2303,Arkansas,2/27/21,319195,5417,309268,4510,10577.062,2641892,1.697081721,87543.52503
2304,California,2/27/21,3564094,52599,,3511625,9018.925612,48219490,1.457888673,122036.8948
2305,Colorado,2/27/21,427462,5945,,421517,7422.84418,6190522,1.390766899,107497.9301
2306,Connecticut,2/27/21,279946,7622,,272324,7851.990597,6299277,2.722667943,176683.5882
2307,Delaware,2/27/21,86517,1418,,85099,8884.801656,1387364,1.638984246,142474.3572
2308,Florida,2/27/21,1903682,30734,,1872948,8863.512948,21684345,1.614450313,100961.9635
2309,Georgia,2/27/21,1004187,17294,,986893,9457.916483,7181994,1.722189194,67643.4762
2310,Hawaii,2/27/21,28369,439,,27267,1956.744677,1107517,1.580942068,78221.54828
2311,Idaho,2/27/21,171140,1860,93975,75305,9576.596263,637883,1.086829496,35694.44872
2312,Illinois,2/27/21,1185367,22710,,1162657,9354.354043,18069753,1.915862345,142597.9186
2313,Indiana,2/27/21,660942,12556,,648386,9817.59506,7989954,1.899712834,118682.3245
2314,Iowa,2/27/21,336282,5470,314750,43213,11519.01543,1312007,1.505091723,41584.0853
2315,Kansas,2/27/21,295997,4692,,291305,10160.14752,1254463,1.585151201,43059.65646
2316,Kentucky,2/27/21,403947,4625,47525,351797,9041.552504,3904567,1.144952184,87395.98892
2317,Louisiana,2/27/21,428592,9587,408463,10542,9219.42336,5544678,2.236859297,119271.3207
2318,Maine,2/27/21,44493,702,12798,30993,3309.968963,1619959,1.577776279,120513.6541
2319,Maryland,2/27/21,381272,7856,9659,363757,6306.519697,7848245,2.060471265,129815.7527
2320,Massachusetts,2/27/21,579680,16067,494740,68873,8410.297391,16105520,2.771701628,233667.2178
2321,Michigan,2/27/21,645550,16508,541258,87784,6463.995629,10290366,2.557199287,103039.0843
2322,Minnesota,2/27/21,483790,6543,469959,7288,8578.396605,6891674,1.352446309,122200.7748
2323,Mississippi,2/27/21,294091,6669,273437,13985,9881.59531,1730277,2.26766545,58138.11741
2324,Missouri,2/27/21,562624,8282,,486524,8062.090504,4472822,1.673588585,72877.7918
2325,Montana,2/27/21,99837,1356,96724,1757,9341.228955,1078914,1.358213889,100948.3728
2326,Nebraska,2/27/21,200720,2082,154339,44299,10376.30117,2366126,1.037265843,122317.8357
2327,Nevada,2/27/21,293488,4957,,288531,9528.348564,2712509,1.688995802,88064.01364
2328,New Hampshire,2/27/21,75166,1170,71324,2672,5528.086483,1451685,1.556554825,106764.2315
2329,New Jersey,2/27/21,786967,23238,,763729,8860.05591,10655049,2.952855711,119959.7059
2330,New Mexico,2/27/21,184888,3700,141833,39355,8817.504909,2669565,2.001211544,127314.3876
2331,New York,2/27/21,1636040,47498,,1588542,8409.97697,37833195,2.90322975,194479.5351
2332,North Carolina,2/27/21,858548,11212,,847336,8185.937489,10323021,1.305925819,98426.18537
2333,North Dakota,2/27/21,99780,1475,97678,627,13093.42284,1409086,1.478252155,184904.3779
2334,Ohio,2/27/21,966154,18464,907410,41507,8265.426765,9994327,1.784084111,85501.2533
2335,Oklahoma,2/27/21,424843,4379,406494,12929,10710.26298,3508631,1.033265534,88669.61623
2336,Oregon,2/27/21,155315,2208,,153107,3682.424959,3564120,1.421627016,84503.13521
2337,Pennsylvania,2/27/21,931531,23895,836727,70909,7276.455245,10378789,2.565132025,81071.69128
2338,Rhode Island,2/27/21,125622,2502,,123120,11858.28061,2968641,1.991689354,280229.4024
2339,South Carolina,2/27/21,515072,8498,230793,275781,10003.89612,5000460,1.649866426,97120.56253
2340,South Dakota,2/27/21,112293,1886,108497,1910,12693.36547,422027,1.679534788,47705.04793
2341,Tennessee,2/27/21,773887,11393,748739,13755,11332.07325,6894853,1.472178755,100961.7415
2342,Texas,2/27/21,2649363,43519,2417585,188259,9137.032256,19488683,1.642621264,67211.90158
2343,Utah,2/27/21,370770,1929,351396,17445,11565.02986,2847706,0.52026863,88825.43065
2344,Vermont,2/27/21,15098,204,12436,2458,2419.593935,1059706,1.351172341,169827.6732
2345,Virginia,2/27/21,574314,8382,,565932,6728.518793,5879000,1.459480354,68876.88962
2346,Washington,2/27/21,339773,4956,,334817,4461.9537,5213424,1.458620903,68463.52273
2347,West Virginia,2/27/21,131580,2297,121797,7486,7342.031653,2194388,1.745706034,122444.6432
2348,Wisconsin,2/27/21,616886,7014,548884,60988,10594.98485,6886832,1.137001002,118280.9801
2349,Wyoming,2/27/21,54350,671,52998,681,9390.782692,636716,1.234590616,110014.0127
2350,Alabama,2/28/21,493252,9929,285130,198193,10059.82846,2290216,2.012967003,46708.74136
2351,Alaska,2/28/21,58296,290,,57973,7964.376764,1679675,0.497742993,229606.5177
2352,Arizona,2/28/21,816782,15980,,800802,11221.5106,7663423,1.956458394,51636.8338
2353,Arkansas,2/28/21,322415,5243,312758,4414,10683.7621,2695887,1.626165036,89332.73997
2354,California,2/28/21,3567582,52835,,3514756,9027.368569,48469106,1.462272429,122668.6385
2355,Colorado,2/28/21,428303,5951,,422352,7437.448079,6216201,1.389436917,107943.8439
2356,Connecticut,2/28/21,279946,7622,,272324,7851.990597,6299277,2.722667943,176683.5882
2357,Delaware,2/28/21,86799,1422,,85377,8913.761445,1395584,1.638267722,143318.5043
2358,Florida,2/28/21,1909221,30852,,1878369,8889.302444,21761798,1.615947028,101322.5835
2359,Georgia,2/28/21,1006521,17295,,989226,9479.899218,7201974,1.718294998,67831.65746
2360,Hawaii,2/28/21,28380,439,,27321,1960.558582,1112978,1.577866638,78607.24698
